,region,day_of_week,hour,pred_demand,actual_demand,start_lat,start_lng
432,3,Friday,0,328.62589587606726,41.0,59.468055449484105,24.86242613455194
444,3,Friday,12,345.87941791241786,96.0,59.46015628520383,24.855730759143402
442,3,Friday,10,343.2932097976744,93.0,59.46195611830198,24.857787367265686
441,3,Friday,9,340.35137825044546,108.0,59.45897748651736,24.85779676680899
440,3,Friday,8,339.7812115002878,119.0,59.46169283351397,24.857896578710097
439,3,Friday,7,337.6034631743316,157.0,59.45953629237108,24.862150942021774
438,3,Friday,6,336.13037297098987,127.0,59.46188390679949,24.85616626082029
437,3,Friday,5,332.484212166178,91.0,59.45701193343002,24.86220066762312
436,3,Friday,4,329.9257347856448,45.0,59.45505287556859,24.86376109402546
435,3,Friday,3,329.82033237050956,34.0,59.45916742934197,24.8659266598594
434,3,Friday,2,329.9386334694031,18.0,59.46203020182492,24.87164318758016
443,3,Friday,11,343.7860454430837,84.0,59.459077101217815,24.85759027901515
599,4,Friday,23,331.869465342909,79.0,59.425123210343074,24.80134022114687
155,1,Friday,11,341.6271995279564,133.0,59.405355772227864,24.64836431992255
310,2,Friday,22,349.7380018586086,264.0,59.41896608086496,24.707250753690683
22,0,Friday,22,395.0364019453827,669.0,59.43477534899879,24.749226421647982
21,0,Friday,21,391.2091662773035,595.0,59.43528919197557,24.750406744533496
20,0,Friday,20,391.7365450296477,600.0,59.43515768407702,24.74994299267441
19,0,Friday,19,387.1223142150471,576.0,59.433886537434354,24.751321813284463
18,0,Friday,18,387.82444741482215,568.0,59.43442982325252,24.750803802749832
17,0,Friday,17,385.73501902238996,580.0,59.43325896980836,24.750674522928577
16,0,Friday,16,384.0713144467409,679.0,59.43320781827878,24.75132080635279
15,0,Friday,15,382.52675808151236,653.0,59.43397025759703,24.75136201817954
14,0,Friday,14,378.3941910927497,595.0,59.43304491561061,24.752578519302524
13,0,Friday,13,376.58563771548324,606.0,59.43336365797017,24.751145911453037
12,0,Friday,12,376.7527465005727,448.0,59.43308351082454,24.7511784361823
23,0,Friday,23,396.6583460026175,583.0,59.43607019370262,24.74758385756459
10,0,Friday,10,373.31155304190463,426.0,59.43315178539717,24.751482884408915
1,0,Friday,1,358.41825165546067,424.0,59.43616723750391,24.748990324169714
2,0,Friday,2,359.9685950917403,398.0,59.43539628559744,24.74829739933306
3,0,Friday,3,361.28168753083065,251.0,59.43443575459369,24.748340164477714
4,0,Friday,4,362.90559203549986,226.0,59.43387454535346,24.749443395552298
11,0,Friday,11,373.6723788225214,440.0,59.433133014401555,24.751080829253848
6,0,Friday,6,366.40075907399904,529.0,59.433440465222574,24.74829694561033
7,0,Friday,7,364.96880398241547,597.0,59.43328443582722,24.751980677225756
8,0,Friday,8,368.9163021177706,490.0,59.43384305600117,24.75026570612912
9,0,Friday,9,371.248178986259,513.0,59.43408649913835,24.75264460264134
5,0,Friday,5,364.71187091015645,306.0,59.43416668271543,24.750100049661857
458,3,Monday,2,244.17149153775517,22.0,59.4539071504742,24.86125351822053
457,3,Monday,1,243.83940521207495,33.0,59.45700732072568,24.857575958372035
456,3,Monday,0,245.32442351899417,40.0,59.46422469947275,24.85920545032563
46,0,Monday,22,313.9014205626624,618.0,59.43527593817963,24.74990048775581
45,0,Monday,21,312.15398407594733,555.0,59.43524224316701,24.750826760670694
44,0,Monday,20,310.46644922284537,490.0,59.43547285797299,24.750428716929143
41,0,Monday,17,303.80023232850016,358.0,59.432598179786794,24.751134799930316
42,0,Monday,18,305.95770129461334,287.0,59.43354436588763,24.751076567499254
40,0,Monday,16,302.857620030745,534.0,59.43423482275056,24.751664178269337
39,0,Monday,15,300.64133188310797,456.0,59.43336729221216,24.75051506597428
459,3,Monday,3,247.62168593001934,26.0,59.45777610898521,24.86170850494689
38,0,Monday,14,299.2662841633267,420.0,59.43410769893884,24.7511983800696
37,0,Monday,13,297.28427971865335,449.0,59.433645761893345,24.752178916472726
43,0,Monday,19,308.3995367664097,304.0,59.43475781610438,24.750969281084796
460,3,Monday,4,250.9499457288298,26.0,59.46112599294072,24.861620361155435
465,3,Monday,9,259.8885830515718,65.0,59.4620657645899,24.854025678175052
462,3,Monday,6,254.72418654882148,121.0,59.46187296945972,24.85891958403634
477,3,Monday,21,285.37009030719975,80.0,59.47147692068764,24.85567019862214
476,3,Monday,20,282.95243603008817,88.0,59.46934664380994,24.861293529260852
475,3,Monday,19,279.29758750195026,69.0,59.4649621184175,24.866762923134058
474,3,Monday,18,278.5043504214143,44.0,59.46788610203362,24.856307156383295
473,3,Monday,17,274.97023210974385,71.0,59.463153652416366,24.85856214703178
472,3,Monday,16,273.6254691469134,105.0,59.464457937941205,24.858482211833763
471,3,Monday,15,272.8211858964669,112.0,59.466460814405785,24.85795464717159
470,3,Monday,14,268.98841260029053,100.0,59.46186252020418,24.860255441170878
469,3,Monday,13,268.9030606714034,93.0,59.4660108194298,24.85679487526002
600,4,Monday,0,208.98422439762533,48.0,59.42480002451611,24.798828379654484
467,3,Monday,11,262.945724431924,52.0,59.46062746073611,24.855211710587987
466,3,Monday,10,260.9378154036465,51.0,59.4603578733291,24.85499726651302
36,0,Monday,12,289.07738980270483,363.0,59.43308656694068,24.750675592105193
464,3,Monday,8,257.7494138685405,105.0,59.4601893642818,24.86232420871185
463,3,Monday,7,255.75865094223605,100.0,59.45989596584542,24.861617048933372
461,3,Monday,5,251.1698715291572,66.0,59.45748490850751,24.863496029291454
35,0,Monday,11,293.24803591574033,259.0,59.43240487659587,24.752222434136876
29,0,Monday,5,282.9027340881987,239.0,59.433539081990794,24.749729939285054
33,0,Monday,9,282.31407815651795,262.0,59.43490435910826,24.750614268542478
325,2,Monday,13,256.856883103817,243.0,59.418419413310914,24.70820434378894
324,2,Monday,12,254.96792715965117,240.0,59.41849230513994,24.70730027873299
323,2,Monday,11,252.89540224218032,157.0,59.417619203275464,24.70683487193774
322,2,Monday,10,252.53018066632757,149.0,59.42118453545568,24.709558884935344
321,2,Monday,9,249.52108272378385,183.0,59.41797284725307,24.708090381369924
320,2,Monday,8,249.1173622388332,249.0,59.421034759858095,24.708021151194362
326,2,Monday,14,250.20329622267215,285.0,59.42007482441052,24.707900441811397
319,2,Monday,7,247.28345087411031,351.0,59.42073992579595,24.707237679370557
317,2,Monday,5,244.26072334171144,206.0,59.42230323252326,24.707726569180007
316,2,Monday,4,241.86181373413996,106.0,59.42030481052621,24.709139818752817
315,2,Monday,3,240.95597346248258,66.0,59.42251292281223,24.70510569109172
314,2,Monday,2,238.91288142925418,68.0,59.42166852598901,24.708818084265243
313,2,Monday,1,237.2443151553153,102.0,59.42182611274257,24.709135233704785
312,2,Monday,0,228.78860098596297,132.0,59.41905885690501,24.709289775771442
318,2,Monday,6,246.08617272066036,331.0,59.422158506616626,24.708212121739976
327,2,Monday,15,259.40799983615256,289.0,59.41663361089033,24.70670623500748
328,2,Monday,16,262.8280928576745,314.0,59.41955262902155,24.70778593910674
329,2,Monday,17,263.8492037507277,198.0,59.41831489237097,24.708345187680592
32,0,Monday,8,288.34960853658293,360.0,59.43346004532419,24.75116556227783
31,0,Monday,7,280.0168104067607,493.0,59.432849898248065,24.7508070107455
30,0,Monday,6,281.453925971556,403.0,59.433328048063096,24.748804769684128
28,0,Monday,4,281.6537676771439,176.0,59.43452401059583,24.74872025623696
27,0,Monday,3,279.9981468020402,207.0,59.43468150779043,24.74928203045188
26,0,Monday,2,278.4890836569939,354.0,59.435296384662536,24.747976511248165
25,0,Monday,1,276.96645746608215,474.0,59.43561241045271,24.748942870355734
24,0,Monday,0,272.7446833079993,510.0,59.43579782609295,24.749175530103336
478,3,Monday,22,286.5207664249312,75.0,59.469635976705746,24.859235117355578
335,2,Monday,23,276.85920428514896,128.0,59.42241256265405,24.70900617795959
334,2,Monday,22,273.3505040230937,185.0,59.419956828958505,24.70685795047657
333,2,Monday,21,271.12262916971986,195.0,59.41854666414153,24.707990369182824
332,2,Monday,20,268.03105335908464,173.0,59.415949860235116,24.70737671332237
331,2,Monday,19,267.517659741924,148.0,59.41871361420666,24.7077917236703
330,2,Monday,18,266.49805113601025,173.0,59.42009798194513,24.709116487886387
34,0,Monday,10,291.86685795623464,245.0,59.43375629258432,24.750546952013263
479,3,Monday,23,287.66521421601715,65.0,59.46887608664459,24.85366488139129
601,4,Monday,1,214.70596639745182,27.0,59.43164738339182,24.801219686148194
